CUSTGROUP,customer_name,Month,Year,Qty,Sales
CLINIC-SP,CUST-11810001,Nov,2023,16,265
CLINIC-GP,CUST-11820001,Nov,2023,0,0
CLINIC-DEN,CUST-11830000,Nov,2023,6,137
CLINIC-SP,CUST-11840001,Nov,2023,43,562
CLINIC-GP,CUST-11850000,Nov,2023,46,147
CLINIC-GP,CUST-11860000,Nov,2023,0,0
CLINIC-GP,CUST-11870001,Nov,2023,24,266
CLINIC-GP,CUST-11880001,Nov,2023,0,0
GROUP-GP,CUST-11890000,Nov,2023,5,71
GROUP-GP,CUST-11900000,Nov,2023,4,136
CLINIC-GP,CUST-11910001,Nov,2023,7,299
CLINIC-GP,CUST-11920001,Nov,2023,0,0
CLINIC-GP,CUST-11930000,Nov,2023,11,135
CLINIC-SP,CUST-11940000,Nov,2023,1,51
CLINIC-GP,CUST-11950000,Nov,2023,20,408
CLINIC-GP,CUST-11960000,Nov,2023,0,0
OTHERS,CUST-11970001,Nov,2023,8,275
CLINIC-SP,CUST-11980001,Nov,2023,6,46
CLINIC-GP,CUST-11990001,Nov,2023,1,135
GROUP-GP,CUST-12000001,Nov,2023,0,0
CLINIC-SP,CUST-12010000,Nov,2023,20,417
CLINIC-GP,CUST-12020001,Nov,2023,8,319
CLINIC-SP,CUST-12030001,Nov,2023,15,365
CLINIC-GP,CUST-12040000,Nov,2023,26,520
CLINIC-GP,CUST-12050001,Nov,2023,1,65
CLINIC-SP,CUST-12060000,Nov,2023,1,59
CLINIC-GP,CUST-12070000,Nov,2023,11,105
CLINIC-SP,CUST-12080000,Nov,2023,0,0
CLINIC-GP,CUST-12090001,Nov,2023,4,165
CLINIC-GP,CUST-12100000,Nov,2023,16,469
GROUP-GP,CUST-12110001,Nov,2023,9,123
CLINIC-GP,CUST-12120001,Nov,2023,8,217
GROUP-GP,CUST-12130001,Nov,2023,4,41
CLINIC-SP,CUST-12140001,Nov,2023,0,0
CLINIC-SP,CUST-12150001,Nov,2023,2,91
CLINIC-SP,CUST-12160001,Nov,2023,10,101
CLINIC-SP,CUST-12170000,Nov,2023,2,92
CLINIC-SP,CUST-12180001,Nov,2023,12,263
CLINIC-GP,CUST-12190001,Nov,2023,2,46
CLINIC-SP,CUST-12200001,Nov,2023,13,341
CLINIC-SP,CUST-12210000,Nov,2023,6,41
CLINIC-GP,CUST-12220000,Nov,2023,28,352
OTHERS,CUST-12230000,Nov,2023,7,90
CLINIC-SP,CUST-12240000,Nov,2023,3,53
CLINIC-SP,CUST-12250001,Nov,2023,9,308
CLINIC-SP,CUST-12260000,Nov,2023,0,0
CLINIC-GP,CUST-12270001,Nov,2023,14,238
CLINIC-SP,CUST-12280001,Nov,2023,4,103
CLINIC-SP,CUST-12290000,Nov,2023,0,0
GROUP-GP,CUST-12300000,Nov,2023,8,181
CLINIC-SP,CUST-12310001,Nov,2023,8,458
CLINIC-GP,CUST-12320000,Nov,2023,0,0
CLINIC-GP,CUST-12330001,Nov,2023,2,75
CLINIC-GP,CUST-12340001,Nov,2023,4,112
CLINIC-SP,CUST-12350000,Nov,2023,20,235
CLINIC-GP,CUST-12360000,Nov,2023,0,0
CLINIC-SP,CUST-12370000,Nov,2023,2,53
OTHERS,CUST-12380001,Nov,2023,1,105
CLINIC-SP,CUST-12390000,Nov,2023,3,49
CLINIC-SP,CUST-12400001,Nov,2023,0,0
CLINIC-SP,CUST-12410000,Nov,2023,7,92
CLINIC-GP,CUST-12420000,Nov,2023,0,0
CLINIC-DEN,CUST-12430000,Nov,2023,0,0
CLINIC-GP,CUST-12440000,Nov,2023,0,0
GROUP-GP,CUST-12450000,Nov,2023,0,0
CLINIC-GP,CUST-12460001,Nov,2023,0,0
CLINIC-GP,CUST-12470000,Nov,2023,0,0
CLINIC-GP,CUST-12480000,Nov,2023,2,42
CLINIC-SP,CUST-12490001,Nov,2023,6,224
CLINIC-SP,CUST-12500000,Nov,2023,5,140
CLINIC-SP,CUST-12510000,Nov,2023,0,0
CLINIC-SP,CUST-12520000,Nov,2023,5,92
CLINIC-GP,CUST-12530001,Nov,2023,5,121
CLINIC-GP,CUST-12540000,Nov,2023,0,0
CLINIC-GP,CUST-12550001,Nov,2023,0,0
GROUP-GP,CUST-12560000,Nov,2023,9,80
CLINIC-SP,CUST-12570001,Nov,2023,30,332
CLINIC-GP,CUST-12580000,Nov,2023,3,43
CLINIC-SP,CUST-12590001,Nov,2023,11,169
GROUP-GP,CUST-12600000,Nov,2023,11,375
CLINIC-GP,CUST-12610000,Nov,2023,12,114
CLINIC-SP,CUST-12620000,Nov,2023,0,73
CLINIC-SP,CUST-12630000,Nov,2023,0,0
GROUP-GP,CUST-12640001,Nov,2023,1,38
GROUP-GP,CUST-12650001,Nov,2023,8,202
CLINIC-SP,CUST-12660001,Nov,2023,9,194
CLINIC-GP,CUST-12670000,Nov,2023,6,185
CLINIC-SP,CUST-12680001,Nov,2023,12,93
SUPERMARKET,CUST-12690000,Nov,2023,0,0
SUPERMARKET,CUST-12700001,Nov,2023,0,0
CLINIC-SP,CUST-12710001,Nov,2023,10,183
CLINIC-GP,CUST-12720000,Nov,2023,14,262
CLINIC-GP,CUST-12730001,Nov,2023,4,69
GROUP-GP,CUST-12740000,Nov,2023,2,10
CLINIC-SP,CUST-12750000,Nov,2023,3,36
CLINIC-SP,CUST-12760001,Nov,2023,7,115
CLINIC-SP,CUST-12770001,Nov,2023,6,93
CLINIC-SP,CUST-12780000,Nov,2023,4,373
GROUP-GP,CUST-12790000,Nov,2023,0,0
CLINIC-SP,CUST-12800001,Nov,2023,8,186
CLINIC-SP,CUST-12810000,Nov,2023,0,0
CLINIC-GP,CUST-12820001,Nov,2023,4,148
CLINIC-SP,CUST-12830001,Nov,2023,0,0
CLINIC-SP,CUST-12840000,Nov,2023,6,93
CLINIC-SP,CUST-12850000,Nov,2023,2,58
GROUP-GP,CUST-12860000,Nov,2023,4,59
CLINIC-GP,CUST-12870001,Nov,2023,0,0
CLINIC-SP,CUST-12880001,Nov,2023,0,0
CLINIC-DEN,CUST-12890000,Nov,2023,0,0
CLINIC-SP,CUST-12900000,Nov,2023,4,40
CLINIC-SP,CUST-12910000,Nov,2023,6,278
GROUP-GP,CUST-12920001,Nov,2023,16,78
CLINIC-SP,CUST-12930001,Nov,2023,0,0
CLINIC-GP,CUST-12940001,Nov,2023,0,0
CLINIC-GP,CUST-12950001,Nov,2023,10,134
CLINIC-SP,CUST-12960000,Nov,2023,9,45
CLINIC-GP,CUST-12970000,Nov,2023,1,72
OTHERS,CUST-12980001,Nov,2023,0,0
CLINIC-SP,CUST-12990001,Nov,2023,4,50
CLINIC-GP,CUST-13000001,Nov,2023,5,96
CLINIC-DEN,CUST-13010000,Nov,2023,0,0
GROUP-GP,CUST-13020000,Nov,2023,5,96
GROUP-GP,CUST-13030001,Nov,2023,0,0
GROUP-GP,CUST-13040001,Nov,2023,10,291
OTHERS,CUST-13050001,Nov,2023,0,0
CLINIC-DEN,CUST-13060001,Nov,2023,10,424
CLINIC-GP,CUST-13070000,Nov,2023,2,67
CLINIC-SP,CUST-13080001,Nov,2023,6,86
CLINIC-DEN,CUST-13090000,Nov,2023,2,229
CLINIC-GP,CUST-13100001,Nov,2023,5,80
CLINIC-SP,CUST-13110000,Nov,2023,0,0
GROUP-GP,CUST-13120001,Nov,2023,0,0
CLINIC-SP,CUST-13130001,Nov,2023,1,105
CLINIC-SP,CUST-13140001,Nov,2023,4,229
CLINIC-SP,CUST-13150001,Nov,2023,4,53
GROUP-GP,CUST-13160001,Nov,2023,16,110
CLINIC-SP,CUST-13170000,Nov,2023,0,0
CLINIC-GP,CUST-13180000,Nov,2023,4,40
CLINIC-SP,CUST-13190000,Nov,2023,2,229
GROUP-GP,CUST-13200000,Nov,2023,0,0
CLINIC-GP,CUST-13210000,Nov,2023,0,0
CLINIC-DEN,CUST-13220000,Nov,2023,0,0
CLINIC-SP,CUST-13230000,Nov,2023,2,55
CLINIC-GP,CUST-13240001,Nov,2023,5,233
CLINIC-SP,CUST-13250001,Nov,2023,2,115
GROUP-GP,CUST-13260000,Nov,2023,0,0
CLINIC-SP,CUST-13270000,Nov,2023,14,235
CLINIC-GP,CUST-13280001,Nov,2023,8,141
CLINIC-GP,CUST-13290000,Nov,2023,28,267
CLINIC-SP,CUST-13300000,Nov,2023,7,179
CLINIC-SP,CUST-13310001,Nov,2023,6,414
CLINIC-SP,CUST-13320000,Nov,2023,6,94
CLINIC-DEN,CUST-13330001,Nov,2023,0,0
CLINIC-GP,CUST-13340001,Nov,2023,0,0
GROUP-GP,CUST-13350000,Nov,2023,4,78
CLINIC-SP,CUST-13360000,Nov,2023,5,137
CLINIC-SP,CUST-13370000,Nov,2023,6,110
CLINIC-GP,CUST-13380000,Nov,2023,12,181
CLINIC-SP,CUST-13390000,Nov,2023,2,42
CORPORATES,CUST-13400001,Nov,2023,12,341
CLINIC-SP,CUST-13410000,Nov,2023,15,300
CLINIC-GP,CUST-13420000,Nov,2023,4,99
CLINIC-GP,CUST-13430000,Nov,2023,0,0
CLINIC-SP,CUST-13440001,Nov,2023,1,63
SUPERMARKET,CUST-13450000,Nov,2023,0,0
CLINIC-GP,CUST-13460000,Nov,2023,9,131
CLINIC-SP,CUST-13470000,Nov,2023,0,0
CLINIC-GP,CUST-13480001,Nov,2023,9,137
CLINIC-GP,CUST-13490001,Nov,2023,10,172
CLINIC-SP,CUST-13500001,Nov,2023,7,132
CLINIC-SP,CUST-13510001,Nov,2023,0,0
CLINIC-SP,CUST-13520000,Nov,2023,0,0
CLINIC-GP,CUST-13530000,Nov,2023,2,85
CLINIC-GP,CUST-13540000,Nov,2023,0,0
CLINIC-GP,CUST-13550001,Nov,2023,3,80
CLINIC-SP,CUST-13560001,Nov,2023,5,654
CLINIC-GP,CUST-13570001,Nov,2023,3,56
CLINIC-SP,CUST-13580001,Nov,2023,0,0
CLINIC-SP,CUST-13590000,Nov,2023,6,84
CLINIC-GP,CUST-13600001,Nov,2023,0,0
CLINIC-DEN,CUST-13610000,Nov,2023,0,0
GROUP-GP,CUST-13620000,Nov,2023,1,48
CLINIC-SP,CUST-13630001,Nov,2023,8,317
CLINIC-GP,CUST-13640000,Nov,2023,6,145
GROUP-GP,CUST-13650001,Nov,2023,3,95
CLINIC-SP,CUST-13660001,Nov,2023,2,89
CLINIC-SP,CUST-13670001,Nov,2023,3,41
CLINIC-SP,CUST-13680000,Nov,2023,7,169
CLINIC-GP,CUST-13690001,Nov,2023,1,18
CLINIC-GP,CUST-13700001,Nov,2023,11,118
CLINIC-SP,CUST-13710001,Nov,2023,2,41
CLINIC-GP,CUST-13720000,Nov,2023,13,337
CLINIC-SP,CUST-13730000,Nov,2023,0,0
CLINIC-SP,CUST-13740001,Nov,2023,4,110
CLINIC-GP,CUST-13750001,Nov,2023,3,245
CLINIC-GP,CUST-13760000,Nov,2023,1,64
CLINIC-GP,CUST-13770000,Nov,2023,9,58
CLINIC-SP,CUST-13780001,Nov,2023,4,124
CLINIC-SP,CUST-13790000,Nov,2023,0,0
CLINIC-SP,CUST-13800001,Nov,2023,10,210
CLINIC-SP,CUST-13810001,Nov,2023,1,52
CLINIC-GP,CUST-13820000,Nov,2023,0,0
CLINIC-SP,CUST-13830001,Nov,2023,0,0
CLINIC-GP,CUST-13840001,Nov,2023,0,0
CLINIC-SP,CUST-13850001,Nov,2023,17,178
CLINIC-GP,CUST-13860001,Nov,2023,5,75
CLINIC-SP,CUST-13870000,Nov,2023,2,40
OTHERS,CUST-13880001,Nov,2023,1,3
CLINIC-GP,CUST-13890001,Nov,2023,30,134
GROUP-GP,CUST-13900001,Nov,2023,7,232
CLINIC-SP,CUST-13910001,Nov,2023,10,166
CLINIC-GP,CUST-13920000,Nov,2023,2,89
OTHERS,CUST-13930000,Nov,2023,0,0
CLINIC-SP,CUST-13940001,Nov,2023,6,225
CLINIC-SP,CUST-13950000,Nov,2023,0,0
CLINIC-GP,CUST-13960001,Nov,2023,8,175
CLINIC-GP,CUST-13970001,Nov,2023,11,160
GROUP-GP,CUST-13980000,Nov,2023,0,0
CLINIC-SP,CUST-13990001,Nov,2023,9,85
CLINIC-SP,CUST-14000001,Nov,2023,6,228
CLINIC-SP,CUST-14010000,Nov,2023,0,0
CLINIC-GP,CUST-14020001,Nov,2023,15,178
CLINIC-SP,CUST-14030000,Nov,2023,0,0
CLINIC-GP,CUST-14040000,Nov,2023,0,0
CLINIC-GP,CUST-14050000,Nov,2023,15,141
CLINIC-SP,CUST-14060001,Nov,2023,0,0
CLINIC-SP,CUST-14070001,Nov,2023,17,172
CLINIC-SP,CUST-14080001,Nov,2023,0,0
CLINIC-DEN,CUST-14090000,Nov,2023,0,0
CLINIC-SP,CUST-14100001,Nov,2023,0,0
GROUP-GP,CUST-14110001,Nov,2023,4,61
CLINIC-DEN,CUST-14120001,Nov,2023,6,93
CLINIC-SP,CUST-14130000,Nov,2023,23,438
CLINIC-GP,CUST-14140001,Nov,2023,39,263
GROUP-GP,CUST-14150001,Nov,2023,4,127
CLINIC-GP,CUST-14160000,Nov,2023,16,260
CLINIC-SP,CUST-14170001,Nov,2023,4,91
GROUP-GP,CUST-14180001,Nov,2023,3,148
CLINIC-SP,CUST-14190001,Nov,2023,3,100
CLINIC-SP,CUST-14200000,Nov,2023,3,128
CLINIC-GP,CUST-14210000,Nov,2023,16,79
CLINIC-GP,CUST-14220001,Nov,2023,12,223
CLINIC-SP,CUST-14230000,Nov,2023,13,204
OTHERS,CUST-14240001,Nov,2023,11,97
CLINIC-SP,CUST-14250000,Nov,2023,2,102
CLINIC-GP,CUST-14260001,Nov,2023,0,0
CLINIC-GP,CUST-14270001,Nov,2023,0,0
CLINIC-GP,CUST-14280001,Nov,2023,0,0
CLINIC-GP,CUST-14290001,Nov,2023,4,222
CLINIC-SP,CUST-14300001,Nov,2023,1,62
CLINIC-GP,CUST-14310001,Nov,2023,0,0
CLINIC-SP,CUST-14320001,Nov,2023,4,50
OTHERS,CUST-14330000,Nov,2023,13,154
CLINIC-GP,CUST-14340001,Nov,2023,2,70
CLINIC-SP,CUST-14350001,Nov,2023,48,937
CLINIC-SP,CUST-14360000,Nov,2023,29,174
GROUP-GP,CUST-14370000,Nov,2023,7,131
CLINIC-SP,CUST-14380000,Nov,2023,18,111
CLINIC-GP,CUST-14390001,Nov,2023,0,0
CLINIC-SP,CUST-14400000,Nov,2023,4,87
CLINIC-GP,CUST-14410001,Nov,2023,0,0
CLINIC-GP,CUST-14420001,Nov,2023,0,0
CLINIC-GP,CUST-14430000,Nov,2023,0,0
CLINIC-GP,CUST-14440000,Nov,2023,0,0
CLINIC-GP,CUST-14450000,Nov,2023,5,83
CLINIC-DEN,CUST-14460000,Nov,2023,0,0
PH-RETAILS,CUST-14470000,Nov,2023,6,245
CLINIC-SP,CUST-14480000,Nov,2023,2,134
CLINIC-GP,CUST-14490000,Nov,2023,10,147
CLINIC-DEN,CUST-14500000,Nov,2023,2,88
CLINIC-GP,CUST-14510001,Nov,2023,7,49
CLINIC-SP,CUST-14520000,Nov,2023,0,0
CLINIC-SP,CUST-14530001,Nov,2023,6,163
CLINIC-SP,CUST-14540000,Nov,2023,0,0
OTHERS,CUST-14550000,Nov,2023,0,0
CLINIC-DEN,CUST-14560001,Nov,2023,7,110
CLINIC-SP,CUST-14570001,Nov,2023,2,10
OTHERS,CUST-14580000,Nov,2023,0,0
CLINIC-SP,CUST-14590000,Nov,2023,0,0
CLINIC-SP,CUST-14600000,Nov,2023,9,548
CLINIC-SP,CUST-14610000,Nov,2023,10,212
CLINIC-GP,CUST-14620001,Nov,2023,1,43
CLINIC-GP,CUST-14630000,Nov,2023,4,42
CLINIC-GP,CUST-14640001,Nov,2023,6,50
CLINIC-DEN,CUST-14650001,Nov,2023,13,137
CLINIC-SP,CUST-14660001,Nov,2023,4,53
CLINIC-SP,CUST-14670001,Nov,2023,0,0
CLINIC-SP,CUST-14680001,Nov,2023,9,113
CLINIC-GP,CUST-14690000,Nov,2023,4,68
CLINIC-SP,CUST-14700000,Nov,2023,1,48
CLINIC-SP,CUST-14710000,Nov,2023,0,0
CLINIC-GP,CUST-14720001,Nov,2023,1,41
GROUP-GP,CUST-14730000,Nov,2023,4,130
CLINIC-GP,CUST-14740000,Nov,2023,3,56
CLINIC-SP,CUST-14750001,Nov,2023,3,154
CLINIC-GP,CUST-14760000,Nov,2023,9,145
CLINIC-SP,CUST-14770001,Nov,2023,16,261
CLINIC-GP,CUST-14780000,Nov,2023,2,60
CLINIC-GP,CUST-14790000,Nov,2023,0,0
CLINIC-SP,CUST-14800001,Nov,2023,2,112
OTHERS,CUST-14810000,Nov,2023,0,0
CLINIC-GP,CUST-14820001,Nov,2023,4,133
CLINIC-GP,CUST-14830000,Nov,2023,1,45
CLINIC-SP,CUST-14840000,Nov,2023,0,0
CLINIC-GP,CUST-14850001,Nov,2023,0,0
CLINIC-SP,CUST-14860000,Nov,2023,16,284
CLINIC-SP,CUST-14870000,Nov,2023,0,0
CLINIC-SP,CUST-14880000,Nov,2023,14,104
GROUP-GP,CUST-14890001,Nov,2023,0,4
CLINIC-SP,CUST-14900001,Nov,2023,0,0
CLINIC-DEN,CUST-14910000,Nov,2023,9,215
CLINIC-SP,CUST-14920000,Nov,2023,2,93
GROUP-GP,CUST-14930000,Nov,2023,7,87
CLINIC-GP,CUST-14940000,Nov,2023,3,30
CLINIC-GP,CUST-14950000,Nov,2023,14,573
CLINIC-SP,CUST-14960001,Nov,2023,8,144
GROUP-GP,CUST-14970001,Nov,2023,9,142
CLINIC-SP,CUST-14980000,Nov,2023,10,220
CLINIC-GP,CUST-14990001,Nov,2023,0,0
CLINIC-GP,CUST-15000000,Nov,2023,5,49
GROUP-GP,CUST-15010000,Nov,2023,2,20
CLINIC-GP,CUST-15020000,Nov,2023,6,110
CLINIC-GP,CUST-15030000,Nov,2023,5,128
CLINIC-GP,CUST-15040001,Nov,2023,17,156
CLINIC-GP,CUST-15050000,Nov,2023,3,279
CLINIC-GP,CUST-15060000,Nov,2023,0,0
CLINIC-DEN,CUST-15070001,Nov,2023,16,246
CLINIC-GP,CUST-15080001,Nov,2023,4,54
CLINIC-DEN,CUST-15090001,Nov,2023,0,0
CLINIC-DEN,CUST-15100000,Nov,2023,0,0
CLINIC-SP,CUST-15110001,Nov,2023,0,0
CLINIC-DEN,CUST-15120000,Nov,2023,10,75
CLINIC-SP,CUST-15130000,Nov,2023,6,172
CLINIC-GP,CUST-15140000,Nov,2023,2,36
GROUP-GP,CUST-15150000,Nov,2023,0,0
CLINIC-SP,CUST-15160000,Nov,2023,3,138
CLINIC-GP,CUST-15170000,Nov,2023,0,0
CLINIC-SP,CUST-15180001,Nov,2023,11,238
CLINIC-SP,CUST-15190001,Nov,2023,4,162
CLINIC-SP,CUST-15200001,Nov,2023,9,120
CLINIC-SP,CUST-15210001,Nov,2023,32,123
CLINIC-DEN,CUST-15220001,Nov,2023,0,0
CLINIC-DEN,CUST-15230001,Nov,2023,4,305
CLINIC-SP,CUST-15240001,Nov,2023,0,0
OTHERS,CUST-15250000,Nov,2023,0,0
GROUP-GP,CUST-15260001,Nov,2023,12,132
CLINIC-GP,CUST-15270000,Nov,2023,0,0
GROUP-GP,CUST-15280000,Nov,2023,5,85
CLINIC-GP,CUST-15290001,Nov,2023,1,43
GROUP-GP,CUST-15300001,Nov,2023,7,139
CLINIC-SP,CUST-15310001,Nov,2023,3,135
CLINIC-DEN,CUST-15320000,Nov,2023,15,410
CLINIC-SP,CUST-15330001,Nov,2023,0,0
CLINIC-SP,CUST-15340001,Nov,2023,0,0
CLINIC-GP,CUST-15350000,Nov,2023,4,122
CLINIC-SP,CUST-15360000,Nov,2023,0,0
CLINIC-GP,CUST-15370001,Nov,2023,0,0
CLINIC-SP,CUST-15380001,Nov,2023,2,180
SUPERMARKET,CUST-15390000,Nov,2023,5,13
CLINIC-GP,CUST-15400001,Nov,2023,5,110
CLINIC-DEN,CUST-15410001,Nov,2023,0,0
CLINIC-GP,CUST-15420001,Nov,2023,6,85
CLINIC-SP,CUST-15430000,Nov,2023,0,0
CLINIC-GP,CUST-15440001,Nov,2023,2,46
CLINIC-GP,CUST-15450000,Nov,2023,0,0
CLINIC-GP,CUST-15460000,Nov,2023,0,0
CLINIC-GP,CUST-15470001,Nov,2023,0,0
CLINIC-SP,CUST-15480000,Nov,2023,0,0
CLINIC-SP,CUST-15490000,Nov,2023,0,0
CLINIC-GP,CUST-15500000,Nov,2023,13,60
CLINIC-SP,CUST-15510000,Nov,2023,0,0
CLINIC-SP,CUST-15520001,Nov,2023,0,0
CLINIC-GP,CUST-15530000,Nov,2023,0,0
GROUP-GP,CUST-15540001,Nov,2023,5,111
CLINIC-GP,CUST-15550000,Nov,2023,8,124
CLINIC-SP,CUST-15560001,Nov,2023,0,0
CLINIC-GP,CUST-15570000,Nov,2023,0,0
CLINIC-GP,CUST-15580001,Nov,2023,0,0
CLINIC-SP,CUST-15590001,Nov,2023,0,0
OTHERS,CUST-15600000,Nov,2023,0,0
CLINIC-SP,CUST-15610000,Nov,2023,2,166
CLINIC-GP,CUST-15620000,Nov,2023,4,62
CLINIC-GP,CUST-15630000,Nov,2023,0,0
CLINIC-SP,CUST-15640001,Nov,2023,11,184
CLINIC-GP,CUST-15650001,Nov,2023,0,0
CLINIC-SP,CUST-15660000,Nov,2023,12,236
CLINIC-GP,CUST-15670001,Nov,2023,0,0
CLINIC-SP,CUST-15680000,Nov,2023,9,278
GROUP-GP,CUST-15690000,Nov,2023,4,82
CLINIC-SP,CUST-15700000,Nov,2023,21,308
CLINIC-GP,CUST-15710000,Nov,2023,0,0
CLINIC-SP,CUST-15720001,Nov,2023,3,97
CLINIC-SP,CUST-15730001,Nov,2023,7,257
CLINIC-GP,CUST-15740001,Nov,2023,10,246
CLINIC-SP,CUST-15750001,Nov,2023,12,41
CLINIC-DEN,CUST-15760000,Nov,2023,1,40
OTHERS,CUST-15770001,Nov,2023,4,55
CLINIC-SP,CUST-15780000,Nov,2023,17,586
CLINIC-SP,CUST-15790001,Nov,2023,6,167
GROUP-GP,CUST-15800000,Nov,2023,6,113
GROUP-GP,CUST-15810001,Nov,2023,0,0
GROUP-GP,CUST-15820001,Nov,2023,5,648
GROUP-GP,CUST-15830001,Nov,2023,2,163
CLINIC-GP,CUST-15840001,Nov,2023,4,88
GROUP-GP,CUST-15850001,Nov,2023,0,0
CLINIC-SP,CUST-15860000,Nov,2023,16,251
CLINIC-SP,CUST-15870001,Nov,2023,0,0
CLINIC-SP,CUST-15880000,Nov,2023,0,0
CLINIC-SP,CUST-15890000,Nov,2023,0,0
CLINIC-DEN,CUST-15900001,Nov,2023,4,99
CLINIC-DEN,CUST-15910001,Nov,2023,5,134
CLINIC-SP,CUST-15920001,Nov,2023,12,44
CLINIC-GP,CUST-15930000,Nov,2023,1,124
CLINIC-DEN,CUST-15940001,Nov,2023,5,131
CLINIC-GP,CUST-15950001,Nov,2023,0,0
CLINIC-GP,CUST-15960001,Nov,2023,0,0
CLINIC-GP,CUST-15970000,Nov,2023,0,0
CLINIC-GP,CUST-15980000,Nov,2023,6,500
CLINIC-DEN,CUST-15990001,Nov,2023,20,232
CLINIC-GP,CUST-16000000,Nov,2023,7,200
CLINIC-GP,CUST-16010001,Nov,2023,6,40
GROUP-GP,CUST-16020000,Nov,2023,6,38
OTHERS,CUST-16030001,Nov,2023,0,0
CLINIC-GP,CUST-16040001,Nov,2023,0,0
CLINIC-SP,CUST-16050001,Nov,2023,0,0
CLINIC-GP,CUST-16060001,Nov,2023,0,0
CLINIC-GP,CUST-16070001,Nov,2023,0,0
CLINIC-DEN,CUST-16080001,Nov,2023,5,115
CLINIC-GP,CUST-16090000,Nov,2023,3,118
CLINIC-DEN,CUST-16100001,Nov,2023,10,188
CLINIC-GP,CUST-16110001,Nov,2023,11,125
CLINIC-SP,CUST-16120000,Nov,2023,0,0
CLINIC-SP,CUST-16130001,Nov,2023,2,112
CLINIC-SP,CUST-16140000,Nov,2023,6,83
CLINIC-GP,CUST-16150000,Nov,2023,0,0
CLINIC-DEN,CUST-16160001,Nov,2023,2,44
CLINIC-GP,CUST-16170000,Nov,2023,0,0
CLINIC-DEN,CUST-16180001,Nov,2023,4,111
CLINIC-GP,CUST-16190001,Nov,2023,0,3
GROUP-GP,CUST-16200000,Nov,2023,15,212
CLINIC-GP,CUST-16210001,Nov,2023,6,41
CLINIC-DEN,CUST-16220001,Nov,2023,2,77
CLINIC-SP,CUST-16230001,Nov,2023,0,0
GROUP-GP,CUST-16240001,Nov,2023,0,0
CLINIC-DEN,CUST-16250000,Nov,2023,0,0
CLINIC-GP,CUST-16260000,Nov,2023,13,355
CLINIC-SP,CUST-16270001,Nov,2023,0,0
CLINIC-SP,CUST-16280001,Nov,2023,8,89
CLINIC-SP,CUST-16290001,Nov,2023,0,0
CLINIC-DEN,CUST-16300000,Nov,2023,0,0
CLINIC-GP,CUST-16310000,Nov,2023,4,93
CLINIC-DEN,CUST-16320001,Nov,2023,2,58
CLINIC-DEN,CUST-16330001,Nov,2023,5,70
CLINIC-GP,CUST-16340001,Nov,2023,0,0
CLINIC-DEN,CUST-16350000,Nov,2023,2,197
CLINIC-SP,CUST-16360000,Nov,2023,0,0
GROUP-GP,CUST-16370000,Nov,2023,8,136
CLINIC-SP,CUST-16380000,Nov,2023,6,60
CLINIC-SP,CUST-16390000,Nov,2023,0,0
GROUP-GP,CUST-16400000,Nov,2023,6,98
GROUP-GP,CUST-16410000,Nov,2023,6,160
CLINIC-GP,CUST-16420000,Nov,2023,6,48
GROUP-GP,CUST-16430001,Nov,2023,16,163
CLINIC-SP,CUST-16440001,Nov,2023,0,0
GROUP-GP,CUST-16450001,Nov,2023,5,158
CLINIC-SP,CUST-16460001,Nov,2023,0,0
CLINIC-GP,CUST-16470001,Nov,2023,3,43
CLINIC-SP,CUST-16480000,Nov,2023,0,0
GROUP-GP,CUST-16490001,Nov,2023,1,55
CLINIC-GP,CUST-16500000,Nov,2023,9,116
CLINIC-SP,CUST-16510000,Nov,2023,50,1122
CLINIC-SP,CUST-16520000,Nov,2023,0,0
CLINIC-GP,CUST-16530001,Nov,2023,0,0
CLINIC-SP,CUST-16540000,Nov,2023,1,43
CLINIC-SP,CUST-16550001,Nov,2023,10,143
CLINIC-SP,CUST-16560000,Nov,2023,0,0
GROUP-GP,CUST-16570001,Nov,2023,9,74
CLINIC-SP,CUST-16580001,Nov,2023,3,40
CLINIC-SP,CUST-16590000,Nov,2023,3,50
CLINIC-GP,CUST-16600000,Nov,2023,2,53
CLINIC-SP,CUST-16610000,Nov,2023,0,0
CLINIC-DEN,CUST-16620000,Nov,2023,1,51
CLINIC-SP,CUST-16630000,Nov,2023,7,247
GROUP-GP,CUST-16640000,Nov,2023,0,0
CLINIC-SP,CUST-16650000,Nov,2023,2,24
OTHERS,CUST-16660001,Nov,2023,7,76
CLINIC-SP,CUST-16670000,Nov,2023,13,160
CLINIC-DEN,CUST-16680001,Nov,2023,2,34
CLINIC-GP,CUST-16690000,Nov,2023,8,235
CLINIC-SP,CUST-16700000,Nov,2023,6,42
CLINIC-SP,CUST-16710001,Nov,2023,0,0
CLINIC-SP,CUST-16720000,Nov,2023,2,39
CLINIC-GP,CUST-16730001,Nov,2023,5,67
CLINIC-SP,CUST-16740000,Nov,2023,40,231
CLINIC-GP,CUST-16750000,Nov,2023,2,44
CLINIC-DEN,CUST-16760000,Nov,2023,0,0
CLINIC-GP,CUST-16770000,Nov,2023,14,289
CLINIC-GP,CUST-16780000,Nov,2023,0,0
CLINIC-GP,CUST-16790000,Nov,2023,6,106
CLINIC-GP,CUST-16800000,Nov,2023,9,181
CLINIC-SP,CUST-16810000,Nov,2023,4,183
